,point
141,27.901841599733423
142,20.661165348276253
143,26.23825335530517
144,25.81504773427247
145,12.378174606259932
146,4.524891480806797
147,26.67255998841605
148,33.146187760079926
149,14.45361600108225
150,27.823632857891806
151,27.35674078793266
152,25.244338925303474
153,3.440183712483652
154,27.835678167538017
155,8.877540923480673
156,1.2480537473483047
157,10.149948379667467
158,17.575987073293415
159,34.73744249806316
160,23.053048287139514
161,24.165876539138672
162,7.097253821374766
163,7.823831007029543
164,6.981884690916019
165,5.925962214276627
166,14.797806540833548
167,21.93757739770416
168,20.52690423683371
169,6.8318590679427285
170,6.750512932705718
171,13.396903348850628
172,17.95203176215488
173,16.69351628146745
174,24.153757178193956
175,29.748273365704517
176,24.464738725925113
177,16.752706064615754
178,41.806873025812486
179,7.112392377962095
180,19.587619760499653
181,31.000295073072767
182,27.95309133180257
183,-1.9887779503251615
184,5.868224091374518
185,30.684633329389897
186,39.429152762406304
187,14.323005065390255
188,25.954718280448528
189,1.5288935154173728
190,11.891728465704063
191,17.015919349972094
192,27.943780727864215
193,31.953983026813354
194,26.16970937676202
195,28.41660704329712
196,14.15872430176054
197,21.45375997683219
198,34.29122226371584
199,23.774669097275066
200,23.30194095503349
201,8.677695014676004
202,21.821235141329502
203,19.186256163301508
204,20.900804848624816
205,-5.750411598959371
206,12.159518443482403
207,27.10964366558557
208,21.72912107791325
209,-0.7354249539290656
210,14.539382106455731
211,-4.331942174929708
212,38.43812386231767
213,23.772143693571294
214,6.99256449418737
215,23.709218359826767
216,28.87205669275632
217,16.43985157589453
218,41.18071035865867
219,23.12240486728843
220,-0.38944259940798176
221,20.51302465145917
222,18.830963539552666
223,22.330923992065955
224,30.86826522262251
225,19.191104184770122
226,33.79964982317686
227,10.614392053838522
228,12.192946247658998
229,17.29759263109175
230,25.489676812635057
231,18.794715323235305
232,27.666279815155296
233,12.343891153922518
234,0.4840690789290285
235,16.682383926458705
236,34.33537668117752
237,22.658967406268495
238,17.119949696115857
239,5.273589919464097
240,40.82369652452016
241,26.505854456989795
242,4.393826226398851
243,-1.9062841756622362
244,24.38459025526113
245,26.19523206988992
246,10.953046149500503
247,9.836498567454738
248,11.170472351434585
249,13.645168813688423
250,2.4185689916873514
251,24.97261041505137
252,11.082071727745987
253,7.968397154085405
254,30.084365158538972
255,-1.213676265309438
256,14.809871750669405
257,27.003338613913428
258,34.14416961765162
259,34.14269289079985
260,-3.9280048251565844
261,13.256629728982483
262,6.111660432573366
263,26.253729187815985
264,10.822354444477561
265,-5.8118637525938155
266,14.712035457764173
267,7.314578576375117
268,34.349804601406845
269,24.62440600315854
270,26.985855605199912
271,44.615914657407444
272,7.841914822511491
273,-7.785817760683386
274,31.666745683160954
275,14.970550564447393
276,26.301684915156827
277,0.517088251988806
278,25.016166929372652
279,8.74627753984151
280,25.712696400724543
281,28.12947483395428
282,37.00756478968161
283,6.230663557364235
284,24.39419188394131
285,-5.1086537471243645
286,5.837490214974913
287,12.218697626295224
288,20.084898668287238
289,4.2496125450675795
290,32.69966657152465
291,24.338169513654222
292,-0.02904425101781527
293,-1.4668123616141528
294,-7.834057048367701
295,34.80681504335806
296,22.958001763162155
297,9.943178064848823
298,26.710042696901425
299,29.48978614970576
300,17.54058654832057
301,28.499879781123727
302,33.59446953000701
303,16.724572851681675
304,10.854767096562954
305,28.67126731219335
306,5.095456404717384
307,26.815289353705076
308,12.671125382933154
309,15.878087554913982
310,21.386279987150782
311,21.55441929959927
312,-4.543763079652749
313,22.808133552441657
314,21.223955934311864
315,16.459512515093678
316,60.89302748788711
317,9.1943264258846
318,3.738027769373449
319,51.29423017455581
320,28.34640443367551
321,8.09819963384636
322,8.257416460483299
323,11.050008891948563
324,51.73344979976209
325,0.8442490754391194
326,13.71880021729848
327,1.720374761879775
328,30.796991409242928
329,36.29124846368955
330,10.70738775741306
331,4.12221582996203
332,29.20291295281607
333,51.17064933771459
334,30.001319777337454
335,13.450584526757762
336,13.47081754959429
337,15.05521342829125
338,22.29917415161288
339,10.10790279313339
340,7.696771209255562
341,18.586747799961913
342,21.271010426661704
343,23.46954664594835
344,23.940568353502183
345,33.9755369853793
346,12.478328444081352
347,10.63666718378044
348,20.36314247775542
349,28.017251594540618
350,22.155269034045382
351,19.166396261578576
352,0.5932904978970583
353,16.155747360615305
354,29.894619579729415
355,11.528431483802265
356,7.025441104596398
357,37.82059067156612
358,8.806321763847635
359,18.521224638600557
360,26.18436115691093
361,22.818924326408297
362,13.203137651621908
363,4.910853851458164
364,25.1766971253939
365,14.984560353787169
366,5.292706312546008
367,43.75244530103149
368,37.1886906646059
369,13.304084130915829
370,0.09778779960881678
371,29.080959235769434
372,30.3101664564082
373,15.778652259887979
374,6.916976135622125
375,20.4368428340038
376,32.09091920454837
377,44.83462378652152
378,24.691423378092033
379,22.70163446382342
380,-25.567622364696817
381,3.043399423794604
382,19.858531781472237
383,1.1485121460335037
384,22.53587931040418
385,28.96436586071131
386,4.382677524163334
387,17.519960992870953
388,41.345037884112564
389,20.77604394713229
390,25.792747953332416
391,6.694175741046864
392,16.666832957491636
393,2.797060813186036
394,9.174105635805063
395,19.37292283506516
396,37.063065438263024
397,25.388852901691056
398,24.627606508860616
399,23.803218254784042
400,3.2018899927764934
401,4.603429792777863
402,-17.471079755510146
403,15.444660391425261
404,45.30157142428779
405,4.941667163998179
406,23.406314504714945
407,0.5854010532297096
408,31.5891138112891
409,24.571126815986545
410,20.166511465272148
411,23.90632395947869
412,25.078286673055654
413,28.277098523262694
414,28.54784219824738
415,29.348606183494127
416,4.599265920368653
417,23.585222706640348
418,8.035742085830035
419,18.315941703043066
420,19.15850165555931
421,29.051181187913485
422,9.124607158771562
423,32.21212910109857
424,20.157159215527976
425,14.385055198109207
426,1.3111437970565198
427,10.072947243560776
428,16.980263733563305
429,33.37479085372465
430,30.796439226215377
431,2.605366997477663
432,31.35160944080465
433,2.1810488994855675
434,47.640813243852534
435,26.59137707295066
436,19.220273847853935
437,19.598659938479916
438,15.7631521939133
439,14.328036335351152
440,20.67493004276465
441,23.33214234542035
442,13.807023552162232
443,13.316304146499702
444,20.166901016360164
445,-4.340584663835763
446,32.66968022778743
447,20.889725184465227
448,19.132116345349754
449,23.998126275555244
450,30.09310483971182
451,21.31468963292106
452,14.537666106557568
453,-3.6288824845764687
454,27.524992645115127
455,38.82154497312227
456,12.446189382935849
457,29.05810392169564
458,12.709461600687073
459,31.87881891777811
460,20.421208504836
461,-2.3549616066367456
462,-6.769718915801189
463,44.60578721298717
464,26.357220966068947
465,28.343739309089692
466,4.751480646836251
467,20.356408236269
468,25.853654876239318
469,35.1692053570677
470,16.29318162687144
471,50.01752913526806
472,10.094967755562724
473,8.050031505767457
474,43.61517253745157
475,8.291120379585731
476,24.393941001993362
477,22.01206197942481
478,15.142021467174612
479,39.25133288789459
480,34.99579081491391
481,29.386969457206956
482,20.59223733532649
483,27.58644944081342
484,34.66208081822147
485,21.491186032905016
486,7.776022949170711
487,2.334826659595276
488,30.212231532874092
489,16.179101916185378
490,2.077022499257893
491,19.51362733813387
492,21.755389564423364
493,40.37877290083245
494,30.27382576713758
495,29.141859831042133
496,23.281114266261
497,4.977584465971802
498,22.272849557190725
499,33.98115153626738
500,-4.353884029151839
501,25.968138245610067
502,27.143806041108895
503,20.704811439843773
504,28.91720215478336
505,30.232473669924364
506,22.790556901818476
507,2.093968740181161
508,17.986673008806314
509,11.652328233594723
510,-15.193409701441546
511,27.48622047796316
512,-14.970567826281751
513,20.841836506617156
514,24.689714705806786
515,17.48270019866955
516,2.3186671412425497
517,19.96179881129784
518,5.979252761535433
519,23.063830473264368
520,21.059206616574567
521,9.809512351220668
522,19.839093268412405
523,11.372148370392948
524,28.822251204570463
525,11.592314298679732
526,6.6524477996442855
527,21.016197129732095
528,22.040058294339644
529,29.738180907631023
530,12.231150354040869
531,32.20533227058256
532,17.257075161591196
533,16.15983694034834
534,9.168717418171449
535,20.8832337437425
536,-2.6702926928984674
537,16.506294118493813
538,25.738110722746153
539,24.461741698027303
540,7.563276945616266
541,21.262932615617483
542,7.122505387298462
543,31.584256956569927
544,39.96186397488573
545,22.67087625816386
546,29.77027114736692
547,19.62065595989361
548,11.588693020304692
549,8.583581667328794
550,4.044645080989998
551,17.01727104986407
552,27.883013072561965
553,30.75236110773178
554,3.8166655705429804
555,9.43365427398401
556,35.20590301444577
557,32.76223083658869
558,13.067574134294514
559,19.72086386317519
560,-0.7245855489055621
561,23.077203056928695
562,25.410177944337466
563,37.81727380859693
564,14.710536399014096
565,2.967309175579352
566,33.00466791403604
567,39.551785039646354
568,-2.933813360448024
569,23.516448634944464
570,31.97409701244165
571,15.775745371819863
572,11.78980722465617
573,22.4021964623336
574,16.03612084430385
575,28.461920722319295
576,11.244856141158985
577,23.32820056838611
578,16.74838626579037
579,31.09641375872845
580,20.33396635062102
581,17.794735158180348
582,12.416371500095519
583,31.19943662506096
584,33.15044211584936
585,17.87909879761935
586,21.541277242141604
587,22.566009749729563
588,1.7644782955880345
589,19.57999610777368
590,21.222406910946606
591,32.227062230949656
592,22.59292672371285
593,16.192348984055865
594,-3.5170156477445147
595,0.6586769364344605
596,21.62023964812065
597,23.135407634781522
598,39.09613748343506
599,40.03439797476007
600,25.38405151276014
601,30.03762528071656
602,15.426035484545213
603,25.27861728780263
604,6.499840083979439
605,36.05710184934432
606,22.017961040920568
607,12.704092446696267
608,20.643471617287144
609,32.27047993311917
610,17.411831731218644
611,11.200945282439772
612,48.526817805998704
613,18.56859600464161
614,12.777128736115205
615,19.789123525077937
616,30.552755376790742
617,10.95005067237879
618,27.007640997494978
619,38.92157330539595
620,21.223337600716267
621,3.728433991097365
622,19.3860550570444
623,9.247444665645816
624,17.6214010339191
625,-3.9472988825147013
626,38.002702992123574
627,4.148001711226993
628,9.268756716823365
629,23.214894494860765
630,36.816320502131234
631,7.039894048549982
632,23.359760430033237
633,29.683033442899664
634,10.42411554616803
635,42.680350275984466
636,19.359632278786904
637,7.014127896755273
638,18.309974296951637
639,12.807356320469491
640,11.388428853489591
641,19.326422960087847
642,31.08677327357043
643,10.810413198456772
644,7.851703110104788
645,17.578473067505747
646,17.21719216144601
647,12.795652020484978
648,41.07545559815004
649,37.85472022843449
650,19.17922815244853
651,4.727037848238316
652,30.144600042540826
653,15.278737319081943
654,30.50817868445541
655,17.05920352238939
656,8.186497763865317
657,31.631313168036158
658,33.2180067833837
659,11.744599928844995
660,12.039007502719146
661,13.740064284549108
662,23.436846377345823
663,11.99099099248173
664,8.006794645930789
665,-1.2478773615758598
666,32.64423165239161
667,16.308269345508624
668,30.31900463730278
669,0.5335606511935396
670,24.086470584538098
671,13.894971240280187
672,21.087650603374126
673,30.265914738835512
674,32.89063132811458
675,16.837092392345827
676,12.728119788673705
677,19.00381646914217
678,13.721299308499601
679,36.1767038420582
680,10.922273734350897
681,19.2314709629809
682,19.512529568175335
683,9.776831263696234
684,3.2934658355849393
685,13.185861093175117
686,18.15742856131331
687,37.304921987991236
688,12.812624510124602
689,30.21179647692034
690,20.432786676388037
691,35.909861974693854
692,39.23164803356071
693,-6.956916959371817
694,40.86362154289668
695,13.073510358996934
696,34.61132176903475
697,23.50212315608881
698,31.738727968535425
699,25.79161014675721
700,7.584773152959748
701,23.20005742274846
702,1.3723130399963068
703,27.720720258879883
704,9.127285786607867
705,18.947744528067837
706,4.5304976497834275
707,38.08050031570071
708,12.077047820320502
709,24.03699866377613
710,2.2228452618930135
711,35.99815483174973
712,50.04473900944065
713,-3.857736089164149
714,-0.528127713820215
715,1.4188508452932886
716,46.820770604941046
717,5.116635434645957
718,17.2323783492211
719,-3.3272681160208215
720,10.378145504968275
721,18.931917333992438
722,24.220168463459004
723,35.40638701653766
724,-2.290936980507002
725,1.381721259955217
726,15.966952360076807
727,4.696868032018751
728,30.219254446682754
729,28.32149607542665
730,17.358789292482825
731,27.13118588775013
732,21.834455112437112
733,-7.155594351142227
734,14.924218610023175
735,31.571143860147597
736,29.779432667674396
737,37.237132747312955
738,22.47642143331777
739,20.430529025669625
740,25.34773414042457
741,1.1596956581326054
742,31.994483303844472
743,37.33060382171159
744,11.314334561623568
745,18.447301495626526
746,35.93819361412251
747,8.277560489250556
748,20.62834482052083
749,12.0888357470805
750,34.44266779533446
751,19.568980024535406
752,-15.349802015677014
753,30.689414890450713
754,23.960602688052063
755,6.275891264560649
756,20.41283657130623
757,20.140488568443526
758,30.646458176385792
759,35.41152650601094
760,15.237345441560548
761,0.6861228966057169
762,27.270602359220103
763,11.426052430287342
764,37.357995518541145
765,27.29283570584545
766,28.79786878285217
767,28.48269580548732
768,11.375260799292302
769,1.2497004561064458
770,0.22257093195803535
771,20.871971735761182
772,18.067141692961386
773,18.114342971835505
774,10.422346200834085
775,27.371212964141836
776,21.29672448460677
777,21.107187957003603
778,25.56938529889344
779,17.104168272766664
780,9.411406964529633
781,23.688015815511726
782,35.487795516629326
783,7.998736006594724
784,45.65167860789876
785,25.807490568365083
786,39.10167307042245
787,32.333184826601
788,39.609352229881
789,11.015744801361164
790,11.87958344449983
791,4.328142015743309
792,9.34502379880473
793,3.49102821187471
794,16.630202652449462
795,13.148893512883495
796,15.500608256877776
797,34.56825856704519
798,35.709370931594506
799,23.786724047879794
800,39.367558821786545
801,32.9112094935264
802,23.176059809074513
803,17.289807154465414
804,19.928549185380867
805,32.676149869675726
806,21.63384197836996
807,19.877318657395293
808,18.51007240046546
809,32.97193554201064
810,25.205528122680917
811,28.863671886306122
812,17.959796406766706
813,13.993458872809644
814,33.59862660356835
815,19.135118592698973
816,34.2319895597407
817,1.4507642083969365
818,22.04304185827545
819,19.763917835514444
820,20.084492609025535
821,9.016564573475321
822,25.0099378630351
823,9.282355043311274
824,25.413634241827445
825,6.202926072523885
826,18.508524367957488
827,16.989919111641235
828,23.70910550905369
829,0.47628776694322283
830,13.755277179267866
831,32.64961296151429
832,25.010910376660718
833,20.328122307488613
834,22.103580385050048
835,27.60743096340729
836,8.927150492732418
837,26.32876556519166
838,18.759161180066457
839,24.093852234756472
840,12.129635782169254
841,-8.636556457492802
842,25.615628132546757
843,26.296778364663886
844,32.96137966798925
845,21.41883605620588
846,23.01243858524128
847,12.259720541597687
848,-5.534121357339991
849,14.844882039775428
850,32.561022614100416
851,2.572046102240602
852,35.19685739865456
853,34.48920452537337
854,27.008278662350616
855,10.255949941257594
856,22.047779706787747
857,26.79262699106785
858,30.834846885475763
859,12.76114529000176
860,36.2834002298526
861,15.248614042819538
862,27.997158361799364
863,15.02065905500249
864,25.31924650445024
865,32.819087146460475
866,15.483113476164565
867,12.318744416548249
868,24.022049512876805
869,29.195525874855893
870,16.78909697697779
871,26.696353972571412
872,8.728198161548196
873,36.5409350092093
874,34.895003230980606
875,39.27735925552733
876,26.108095120088127
877,7.413816021156784
878,12.272992775499116
879,27.30955628176624
880,34.794026577768534
881,19.17251285838388
882,23.761753747198455
883,26.635374258808575
884,12.825071378729785
885,39.363207857155444
886,20.794285413150234
887,49.09337581027461
888,0.6106017396065013
889,3.2066614687519532
890,34.40056835404195
891,17.997077470760047
892,12.167979956627043
893,22.396792597671467
894,22.51434371107869
895,28.80890999618376
896,18.336102938428148
897,30.118612980361178
898,31.94621494235814
899,33.102206190612584
900,4.268609398470556
901,17.646529875686856
902,24.903899350005673
903,20.05186169522853
904,32.14989700809924
905,19.956620797728117
906,12.91818563218571
907,43.19767890372145
908,32.445823351232576
909,22.513402114052912
910,24.70869473265561
911,16.869810675082302
912,19.25485393700818
913,3.9746034732386732
914,35.70571842799572
915,30.69962149700341
916,14.867218585113465
917,11.046519744729872
918,22.3199751170591
919,14.48876282978339
920,19.19811677150314
921,19.548635941102933
922,35.775492894480934
923,23.597849739059466
924,17.03773863409183
925,18.031396574997405
926,34.092315690381824
927,-4.59756789744398
928,23.68347045106186
929,12.300908954448245
930,3.4379330027161714
931,17.538812403838175
932,22.375127416359955
933,20.957480293774967
934,2.269465935901586
935,35.526296955202184
936,18.886912816680482
937,-11.554994123338886
938,23.22727067725981
939,5.034321246141037
940,26.451808445529338
941,10.914350173527591
942,11.84873276040891
943,27.03483460641427
944,14.57897840680872
945,19.90164898409098
946,16.744644403394183
947,-5.808823996112487
948,19.862662121557634
949,11.356376268426065
950,22.489902804583245
951,35.50024753573977
952,10.209702491251122
953,11.716394761126297
954,23.72801436886244
955,29.20203424072882
956,6.629553846201915
957,16.959653658301306
958,23.956612760977404
959,33.697853272538495
960,1.3612743203832238
961,24.068766329497343
962,21.735704471207363
963,12.901121991135877
964,9.432739451209446
965,10.5416408257107
966,26.371828994844883
967,17.35113427904847
968,23.852256335096612
969,-6.1784589220852375
970,26.381692968192386
971,7.241580666766673
972,43.47752420237346
973,20.57915777963373
974,26.779740548531926
975,4.097110862111565
976,35.2772864142693
977,2.774594941635648
978,17.68609690811258
979,10.180218772312154
980,23.639089427234126
981,28.837800352437522
982,24.658329623506397
983,10.572690451940971
984,24.250341289887125
985,23.1743702479145
986,29.205433503516197
987,35.52161246656992
988,21.543005381239993
989,16.152789490210285
990,24.732694171168973
991,22.519251930684053
992,11.67325945964052
993,16.915519891039146
994,23.733332861978397
995,15.681454148306166
996,37.56747356198291
997,27.5865010502514
998,21.365194417463773
999,18.499920420455172
